"ONU external ID","PON Type",SN,"Onu Type",Name,OLT,Board,Port,"Allocated ONU",Zone,Address,Latitude,Longitude,"ODB (Splitter)","ODB Port",Mode,"WAN mode","IP address","Subnet mask","Default gateway",DNS1,DNS2,Username,Password,CATV,"Administrative status","Auth date",Status,Signal,"Signal 1310","Signal 1490",Distance(m),"Service port","Service port VLAN","Service port CVLAN","Service port SVLAN","Service port tag transform mode","Service port upload speed","Service port download speed",Contact,"TR069 Profile","TR069 Device ID","Last status change"
HWTC22F4AF9B,gpon,HWTC22F4AF9B,IC425ETB,abarrabes,"Villa Dolores 2",2,3,68,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 12:30:05",Online,"Very good",-26.2,-21.8,6469,5245,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:55:23"
TPLGE31A98A1,gpon,TPLGE31A98A1,TX-6610,bmdominguez,"Villa Dolores 2",2,3,70,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-02-04 19:42:31",Online,"Very good",-25.53,-21.55,5505,3946,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 14:25:34"
HWTC22F2EF9B,gpon,HWTC22F2EF9B,IC425ETB,jrojas1,"Villa Dolores 2",2,3,71,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-31 16:54:54",Online,"Very good",-25.38,-21.61,6320,3680,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7DB9695D,gpon,HWTC7DB9695D,HG8310M,mdccalderon,"Villa Dolores 2",2,3,73,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-12 09:05:30",Online,"Very good",-27.96,-25.85,5914,3095,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7DBBB65D,gpon,HWTC7DBBB65D,HG8310M,schavero,"Villa Dolores 2",2,3,76,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-13 16:44:02",Online,"Very good",-27.7,-22.29,6312,127,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 09:29:22"
HWTC7DB0705D,gpon,HWTC7DB0705D,HG8310M,amoretta,"Villa Dolores 2",2,3,77,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-20 12:09:34",Online,"Very good",-26.2,-21.48,6623,4016,120,,,translate,300Mbps,300Mbps,,,,"2026-04-01 01:41:00"
HWTC7D23D25D,gpon,HWTC7D23D25D,HG8310M,maciar,"Villa Dolores 2",2,3,78,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-21 18:48:22",Online,"Very good",-28.87,-24.09,6362,2922,120,,,translate,300Mbps,300Mbps,,,,"2026-03-31 10:32:23"
HWTC7D119F5D,gpon,HWTC7D119F5D,HG8310M,frivadera,"Villa Dolores 2",2,3,79,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-25 17:26:57",Online,"Very good",-25.69,-20.22,6197,3923,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D84575D,gpon,HWTC7D84575D,HG8310M,dfortini,"Villa Dolores 2",2,3,99,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2026-01-06 12:45:34",Online,"Very good",-24.95,-20.31,4939,169,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 12:39:33"
HWTC22E94F9B,gpon,HWTC22E94F9B,IC425ETB,cfgonzalez,"Villa Dolores 2",2,3,102,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2026-04-13 12:10:55",Online,"Very good",-28.24,-24.2,5707,907,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 12:10:57"
HWTC233C9F9B,gpon,HWTC233C9F9B,IC425ETB,vdmolina,"Villa Dolores 2",2,4,1,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-05-17 23:25:59",Online,"Very good",-28.87,-22.59,5021,2030,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC233C8F9B,gpon,HWTC233C8F9B,IC425ETB,mzandandez,"Villa Dolores 2",2,4,2,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 13:26:26",Online,"Very good",-29.59,-23.1,4912,4687,120,,,translate,300Mbps,300Mbps,,,,"2026-03-25 11:29:33"
HWTC233D1F9B,gpon,HWTC233D1F9B,IC425ETB,sortiz2,"Villa Dolores 2",2,4,3,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 13:50:52",Online,Warning,-30.97,-26.19,4890,4766,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D8EF9B,gpon,HWTC22D8EF9B,IC425ETB,mmolina1,"Villa Dolores 2",2,4,4,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 15:25:15",Online,Warning,-30.97,-25.37,4909,3399,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC2381BF9B,gpon,HWTC2381BF9B,IC425ETB,csosa1,"Villa Dolores 2",2,4,6,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-31 12:19:01",Online,"Very good",-27.96,-23.98,5064,5220,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 19:36:48"
HWTC23430F9B,gpon,HWTC23430F9B,IC425ETB,smpacheco,"Villa Dolores 2",2,4,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-31 12:57:31",Online,Warning,-30.97,-26.57,4969,4144,140,,,translate,300Mbps,300Mbps,,,,"2026-04-14 19:23:17"
HWTC233BDF9B,gpon,HWTC233BDF9B,IC425ETB,dvillarreal2,"Villa Dolores 2",2,4,8,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-31 16:28:49",Online,"Very good",-29.59,-25.68,5736,3475,120,,,translate,300Mbps,300Mbps,,,,"2026-02-21 12:35:21"
HWTC23068F9B,gpon,HWTC23068F9B,IC425ETB,eoyola,"Villa Dolores 2",2,4,10,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 15:54:54",Online,"Very good",-27.22,-23.87,4935,5035,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7DB9405D,gpon,HWTC7DB9405D,HG8310M,aperez2,"Villa Dolores 2",2,4,11,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2024-01-09 11:56:00",Online,"Very good",-28.54,-23.18,4745,4459,120,,,translate,300Mbps,300Mbps,,,,"2026-03-30 20:55:01"
HWTC23690F9B,gpon,HWTC23690F9B,IC425ETB,emortiz,"Villa Dolores 2",2,4,13,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-14 18:08:31",Online,"Very good",-27.22,-23.98,5067,4846,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F73F9B,gpon,HWTC22F73F9B,IC425ETB,mhbecerra,"Villa Dolores 2",2,4,18,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-30 09:50:21",Online,"Very good",-26.99,-23.1,5003,5047,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 20:58:49"
HWTC7D26125D,gpon,HWTC7D26125D,HG8310M,mdperez,"Villa Dolores 2",2,4,62,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2026-04-09 18:51:21",Online,Warning,-30.46,-25.37,6243,906,120,,,translate,300Mbps,300Mbps,,,,"2026-04-09 18:51:27"
HWTC22CB2F9B,gpon,HWTC22CB2F9B,IC425ETB,aequintania,"Villa Dolores 2",2,5,1,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-03 17:36:22",Online,"Very good",-25.53,-20.27,6508,4212,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 09:13:16"
HWTC22D59F9B,gpon,HWTC22D59F9B,IC425ETB,foyola,"Villa Dolores 2",2,5,2,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 10:19:10",Online,"Very good",-23.98,-20.97,6572,4837,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CACF9B,gpon,HWTC22CACF9B,IC425ETB,gpalacios,"Villa Dolores 2",2,5,3,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 11:16:12",Online,"Very good",-28.87,-23.66,6961,2906,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 05:15:23"
HWTC22E05F9B,gpon,HWTC22E05F9B,IC425ETB,cgauna,"Villa Dolores 2",2,5,4,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 11:29:02",Online,"Very good",-29.59,-24.31,6878,3029,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 14:20:27"
HWTC22CCCF9B,gpon,HWTC22CCCF9B,IC425ETB,yfzarate,"Villa Dolores 2",2,5,6,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 12:34:44",Online,"Very good",-28.87,-26.38,6575,2699,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22E09F9B,gpon,HWTC22E09F9B,IC425ETB,dcalderon,"Villa Dolores 2",2,5,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 16:21:54",Online,"Very good",-28.24,-22,6964,2949,120,,,translate,300Mbps,300Mbps,,,,"2026-03-22 23:05:34"
HWTC22DC9F9B,gpon,HWTC22DC9F9B,IC425ETB,evrito,"Villa Dolores 2",2,5,8,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 16:43:05",Online,"Very good",-24.32,-20.7,6716,2508,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 17:07:17"
HWTC22DCDF9B,gpon,HWTC22DCDF9B,IC425ETB,lrodriguez,"Villa Dolores 2",2,5,9,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 17:35:02",Online,Warning,-30,-24.68,7278,3600,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22EA5F9B,gpon,HWTC22EA5F9B,IC425ETB,varanega,"Villa Dolores 2",2,5,10,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2026-04-15 16:18:24",Online,"Very good",-27.45,-24.43,6580,909,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 16:23:09"
HWTC22DCEF9B,gpon,HWTC22DCEF9B,IC425ETB,edoviedo2,"Villa Dolores 2",2,5,12,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 18:03:16",Online,"Very good",-29.59,-24.31,7305,4894,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 15:35:24"
HWTC2306BF9B,gpon,HWTC2306BF9B,IC425ETB,goyola,"Villa Dolores 2",2,5,17,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 10:37:30",Online,"Very good",-25.53,-19.87,6704,2782,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22DCFF9B,gpon,HWTC22DCFF9B,IC425ETB,cdbarroso,"Villa Dolores 2",2,5,19,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 11:37:59",Online,"Very good",-29.21,-20.6,6687,5126,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 19:02:39"
HWTC22DD0F9B,gpon,HWTC22DD0F9B,IC425ETB,jvillarreal,"Villa Dolores 2",2,5,20,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 12:02:54",Online,"Very good",-29.21,-23.98,6371,3859,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22DCCF9B,gpon,HWTC22DCCF9B,IC425ETB,mayan,"Villa Dolores 2",2,5,21,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 12:37:00",Online,"Very good",-26.03,-22.36,6531,3633,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC23069F9B,gpon,HWTC23069F9B,IC425ETB,agil3,"Villa Dolores 2",2,5,22,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 12:43:07",Online,"Very good",-29.59,-25.08,6517,3849,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC234CAF9B,gpon,HWTC234CAF9B,IC425ETB,tmolmos,"Villa Dolores 2",2,5,23,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 15:59:12",Online,Warning,-30,-25.08,7284,3451,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC23065F9B,gpon,HWTC23065F9B,IC425ETB,mbustos5,"Villa Dolores 2",2,5,27,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 17:29:36",Online,"Very good",-28.87,-23.46,6995,1983,120,,,translate,300Mbps,300Mbps,,,,"2026-03-22 21:00:36"
HWTC234BBF9B,gpon,HWTC234BBF9B,IC425ETB,jcvillarreal,"Villa Dolores 2",2,5,28,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 17:59:39",Online,"Very good",-27.22,-23.87,6587,2589,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 04:47:17"
HWTC22DF6F9B,gpon,HWTC22DF6F9B,IC425ETB,baltamirano4,"Villa Dolores 2",2,5,30,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-07 18:21:24",Online,"Very good",-29.59,-24.81,6979,2603,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 20:57:24"
HWTC236A0F9B,gpon,HWTC236A0F9B,IC425ETB,aparias,"Villa Dolores 2",2,5,36,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-08 12:08:58",Online,"Very good",-28.54,-23.56,6747,2426,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 15:27:44"
HWTC2305CF9B,gpon,HWTC2305CF9B,IC425ETB,mivrito,"Villa Dolores 2",2,5,40,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-08 16:58:56",Online,"Very good",-27.96,-23.98,6720,3897,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
TPLG8BDDDD73,gpon,TPLG8BDDDD73,TX-6610,laltamirano2,"Villa Dolores 2",2,5,41,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-01-15 09:55:09",Online,Critical,-33.02,-28.54,6871,3818,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC234C7F9B,gpon,HWTC234C7F9B,IC425ETB,arzarate,"Villa Dolores 2",2,5,44,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-08 17:53:57",Online,Critical,-33.98,-28.86,6585,5145,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 16:50:31"
HWTC22CF5F9B,gpon,HWTC22CF5F9B,IC425ETB,kmvillarreal,"Villa Dolores 2",2,5,50,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-10 12:16:13",Online,"Very good",-27.45,-19.35,6918,5236,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D2FF9B,gpon,HWTC22D2FF9B,IC425ETB,jebelin,"Villa Dolores 2",2,5,54,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-14 16:58:50",Online,"Very good",-28.24,-23.37,7373,2807,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D84F9B,gpon,HWTC22D84F9B,IC425ETB,flami1,"Villa Dolores 2",2,5,62,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-15 10:18:02",Online,"Very good",-27.22,-21.25,6290,3886,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D30F9B,gpon,HWTC22D30F9B,IC425ETB,sabarrios,"Villa Dolores 2",2,5,64,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-15 11:27:37",Online,Warning,-30.46,-25.37,6662,3327,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 11:32:14"
HWTC22CF0F9B,gpon,HWTC22CF0F9B,IC425ETB,nnieto,"Villa Dolores 2",2,5,67,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-15 17:48:26",Online,"Very good",-24.82,-20.81,6898,2669,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 16:31:33"
HWTC22D2EF9B,gpon,HWTC22D2EF9B,IC425ETB,emartinez3,"Villa Dolores 2",2,5,68,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-15 18:36:20",Online,Warning,-30.46,-25.85,6703,4322,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 08:56:59"
HWTC22CFDF9B,gpon,HWTC22CFDF9B,IC425ETB,amunoz,"Villa Dolores 2",2,5,70,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-17 16:21:33",Online,"Very good",-28.24,-20,7153,3553,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 14:30:35"
HWTC22CEEF9B,gpon,HWTC22CEEF9B,IC425ETB,jmartinez,"Villa Dolores 2",2,5,72,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-17 17:52:54",Online,Critical,-33.98,-29.58,7050,5324,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 11:08:58"
HWTC22E95F9B,gpon,HWTC22E95F9B,IC425ETB,jlromero,"Villa Dolores 2",2,5,73,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-17 19:04:51",Online,Warning,-30.46,-24.95,7346,3383,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:26:55"
HWTC232EAF9B,gpon,HWTC232EAF9B,IC425ETB,dvera,"Villa Dolores 2",2,5,77,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-22 10:56:47",Online,Warning,-30,-25.37,7305,3474,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 20:53:59"
HWTC2342AF9B,gpon,HWTC2342AF9B,IC425ETB,mfromero,"Villa Dolores 2",2,5,85,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-01-05 19:13:47",Online,"Very good",-29.59,-24.81,7039,2172,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC23306F9B,gpon,HWTC23306F9B,IC425ETB,armurua,"Villa Dolores 2",2,6,0,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-25 11:13:13",Online,"Very good",-28.54,-19.06,6764,3093,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F80F9B,gpon,HWTC22F80F9B,IC425ETB,sabustos,"Villa Dolores 2",2,6,2,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-30 18:52:04",Online,"Very good",-26.39,-21.94,7047,4873,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D82F9B,gpon,HWTC22D82F9B,IC425ETB,voyola,"Villa Dolores 2",2,6,3,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-09-07 09:43:54",Online,"Very good",-26.58,-23.1,6165,2202,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F41F9B,gpon,HWTC22F41F9B,IC425ETB,ldvillalobo,"Villa Dolores 2",2,6,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-09-07 11:05:28",Online,"Very good",-26.03,-21.61,6281,5021,120,,,translate,300Mbps,300Mbps,,,,"2026-03-21 09:13:28"
HWTC23180F9B,gpon,HWTC23180F9B,IC425ETB,colguin,"Villa Dolores 2",2,6,9,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-09-07 11:55:00",Online,"Very good",-23.19,-20.31,6594,3564,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 05:50:12"
HWTC7D24155D,gpon,HWTC7D24155D,HG8310M,smochoa,"Villa Dolores 2",2,6,10,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-08 18:21:36",Online,"Very good",-28.24,-22.29,6215,2171,120,,,translate,300Mbps,300Mbps,,,,"2026-03-23 17:55:42"
HWTC7DB8505D,gpon,HWTC7DB8505D,HG8310M,pferreyra1,"Villa Dolores 2",2,6,11,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 09:39:46",Online,"Very good",-25.69,-21.94,6678,2353,120,,,translate,300Mbps,300Mbps,,,,"2026-04-06 02:58:41"
HWTC7D45545D,gpon,HWTC7D45545D,HG8310M,apalacio2,"Villa Dolores 2",2,6,13,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 11:31:13",Online,"Very good",-27.22,-23.76,6927,2062,120,,,translate,300Mbps,300Mbps,,,,"2026-03-17 14:49:32"
HWTC591DBC8C,gpon,HWTC591DBC8C,HG8310M,coyola,"Villa Dolores 2",2,6,14,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 11:31:44",Online,"Very good",-26.03,-21.13,6919,4711,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7DA5095D,gpon,HWTC7DA5095D,HG8310M,mbarrionuevo3,"Villa Dolores 2",2,6,15,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 17:24:42",Online,"Very good",-25.69,-21.19,6204,3393,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 15:13:23"
HWTC7D5B5F5D,gpon,HWTC7D5B5F5D,HG8310M,promero,"Villa Dolores 2",2,6,16,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-11 18:58:06",Online,"Very good",-28.54,-22.14,6327,4917,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 22:12:17"
HWTC7D6F8A5D,gpon,HWTC7D6F8A5D,HG8310M,mcornejo,"Villa Dolores 2",2,6,17,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-12 09:29:06",Online,"Very good",-26.78,-23.87,6738,4062,120,,,translate,300Mbps,300Mbps,,,,"2026-04-08 14:43:38"
HWTC5969D08C,gpon,HWTC5969D08C,HG8310M,vsaltamirano,"Villa Dolores 2",2,6,18,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-12 10:29:14",Online,"Very good",-25.86,-21.61,6747,5010,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D50D45D,gpon,HWTC7D50D45D,HG8310M,etrescher,"Villa Dolores 2",2,6,19,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-12 11:45:26",Online,"Very good",-25.86,-21.13,6556,2118,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 10:57:00"
HWTC7D1B6F5D,gpon,HWTC7D1B6F5D,HG8310M,aperez,"Villa Dolores 2",2,6,22,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-12 16:47:56",Online,"Very good",-26.99,-23.56,6557,4213,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D577C5D,gpon,HWTC7D577C5D,HG8310M,aayan1,"Villa Dolores 2",2,6,26,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-18 09:39:47",Online,"Very good",-27.45,-23.28,6277,4305,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 13:29:38"
HWTC7D13045D,gpon,HWTC7D13045D,HG8310M,mzarate2,"Villa Dolores 2",2,6,31,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-22 09:21:54",Online,"Very good",-26.78,-21.67,7021,2040,120,,,translate,300Mbps,300Mbps,,,,"2026-04-03 23:16:21"
HWTC7DA8C15D,gpon,HWTC7DA8C15D,HG8310M,tfarias,"Villa Dolores 2",2,6,32,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-25 11:46:57",Online,"Very good",-27.22,-22.84,6886,4890,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D96B45D,gpon,HWTC7D96B45D,HG8310M,mpaez2,"Villa Dolores 2",2,6,37,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-11-02 17:29:22",Online,"Very good",-26.99,-22.44,6999,5444,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
TPLG8BDDDC51,gpon,TPLG8BDDDC51,TX-6610,amarguerllo,"Villa Dolores 2",2,6,43,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-12-05 16:48:38",Online,"Very good",-26.2,-21.02,7158,438,120,,,translate,300Mbps,300Mbps,,,,"2026-04-08 12:19:27"
TPLGE31A9F6E,gpon,TPLGE31A9F6E,TX-6610,lsuarez3,"Villa Dolores 2",2,6,47,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-04-30 12:35:34",Online,"Very good",-27.22,-23.46,6446,6049,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 23:57:43"
HWTC7D84BC5D,gpon,HWTC7D84BC5D,HG8310M,cromero3,"Villa Dolores 2",2,7,0,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-13 17:41:08",Online,"Very good",-27.22,-23.1,7054,3954,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC23067F9B,gpon,HWTC23067F9B,IC425ETB,npayero2,"Villa Dolores 2",2,7,2,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2026-04-13 10:52:26",Online,"Very good",-26.2,-22.52,7597,903,120,,,translate,300Mbps,300Mbps,,,,"2026-04-13 10:52:29"
HWTC7D9CEA5D,gpon,HWTC7D9CEA5D,HG8310M,mbritos2,"Villa Dolores 2",2,7,4,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-14 12:39:32",Online,"Very good",-26.03,-24.09,7202,4540,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 06:52:16"
HWTC7D108D5D,gpon,HWTC7D108D5D,HG8310M,jarriola,"Villa Dolores 2",2,7,9,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-18 12:00:12",Online,"Very good",-28.87,-25.37,7673,5375,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
TPLGE31A9C3E,gpon,TPLGE31A9C3E,TX-6610,cmaguirre,"Villa Dolores 2",2,7,11,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-11-25 16:46:48",Online,"Very good",-26.78,-22.84,7847,1877,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
HWTC7D43E25D,gpon,HWTC7D43E25D,HG8310M,mrivarola2,"Villa Dolores 2",2,7,13,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-18 16:26:03",Online,Warning,-30,-23.1,7763,5403,120,,,translate,300Mbps,300Mbps,,,,"2026-03-11 09:33:07"
